web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url,
"1556400703-1040","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@MizzPittman","Takeesha Pittman","Sad. From cop killings, to school shootings, to the murder of unarmed black men, nobody talks about gun control. https://fb.me/7lOBVRGYE","","","","1518567176000","4:12 PM - 13 Feb 2018","/MizzPittman/status/963566693426565120","null"
"1556400703-693","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@MollyRachael33","Molly Ⓥ ♻️ 🌱","There are stricter laws surrounding the sales of Sudafed in America, than there is to purchase a gun!

#WednesdayWisdom #GunControl","2","31","51","1518648375000","2:46 PM - 14 Feb 2018","/MollyRachael33/status/963907266327007232","null"
"1556400703-571","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@gagainventedpop","Lady Gaga Fan","Gun. Control. Now.","9","7","93","1518651017000","3:30 PM - 14 Feb 2018","/gagainventedpop/status/963918348185677824","null"
"1556400703-756","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@jbbreazeale","Jim Bob Breazeale","Today, we’ll hear calls for Congress to do something about gun control. 

Tomorrow, we’ll learn about the shooter’s troubled past, bc “what we really need is better mental health care.”

Next week, politicians will address neither, and America will wait until it happens again.","9","65","137","1518646798000","2:19 PM - 14 Feb 2018","/jbbreazeale/status/963900651171401729","null"
"1556400703-895","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@taylorxlorde","i stan good music","it’s a school. we shouldn’t have to do any of this because it shouldn’t be happening. period. we need gun control.","32","54","1.4K","1518643578000","1:26 PM - 14 Feb 2018","/taylorxlorde/status/963887145747451905","null"
"1556400703-742","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@lemonadenormani","georgia","Japan has only 271,000 guns in a population of 127 million - guns are only available for hunting and sports. There are extensive written, physical and psychological tests. There were only 6 deaths from guns in 2014. Gun control works.","1","19","29","1518647300000","2:28 PM - 14 Feb 2018","/lemonadenormani/status/963902757567631362","null"
"1556400703-688","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@EdanClay","Edan Clay  🇺🇸","18... EIGHT-FUCKING-TEEN school shootings since 1/1/2018!
That's 18 shootings in 6 weeks and FAR more gun deaths!
If we had 18 terrorist attacks in 6 weeks, EVERY GOP lawmaker would be voted out ASAP and @realDonaldTrump would be impeached for Dereliction Of Duty! #guncontrol","10","136","231","1518648482000","2:48 PM - 14 Feb 2018","/EdanClay/status/963907714429702152","null"
"1556400703-511","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@DemocracyStorm","Storm","We are sacrificing our children on an altar to the NRA. 

How many more must die?

The false narrative pushed by the NRA: any gun control is an infringement on the second amendment 

Any reasonable person must see that we need #GunControlNowpic.twitter.com/qY6lFzxMDO","79","1.0K","1.3K","1518652038000","3:47 PM - 14 Feb 2018","/DemocracyStorm/status/963922631249530880","null"
"1556400703-986","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@torrHL","Torr Leonard","After Britain had a mass shooting in 1987, the country instituted strict gun control laws. So did Australia after a 1996 shooting. 
But the United States has repeatedly faced the same calculus and determined that  relatively unregulated gun ownership is worth the cost to society.","5","21","59","1518640709000","12:38 PM - 14 Feb 2018","/torrHL/status/963875114918952960","null"
"1556400703-702","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@BryanDawsonUSA","Bryan Dawson","1/ THREAD: I often get attacked by extremists who see any attempt to improve safety and gun laws as a gun ban. As a gun owner, I believe we should lead efforts to keep guns out of the hands of people who shouldn't have them

#StonemanShooting #EnoughIsEnough #GunControl #Parklandpic.twitter.com/3pjfAZwkXB","258","3.5K","4.9K","1518648233000","2:43 PM - 14 Feb 2018","/BryanDawsonUSA/status/963906669242658816","null"
"1556400703-884","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@kgosztola","Kevin Gosztola","Pray for Franklin Graham and his wretched soul. Pray for people who suggest prayer instead of action. Pray for all those who think we need their thoughts at this moment. But don't ever, ever actually push for gun control to save children from this carnage. America, 2018 #Parklandhttps://twitter.com/Franklin_Graham/status/963883280725610497 …","2","20","34","1518644087000","1:34 PM - 14 Feb 2018","/kgosztola/status/963889280249679874","null"
"1556400703-1028","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@MAGLARod","Roderick Threats","There is an underground war on our police, but we don’t see the media all over this like gun control. https://twitter.com/chicagotribune/status/963514552343322626 …","","","","1518568404000","4:33 PM - 13 Feb 2018","/MAGLARod/status/963571842073030656","null"
"1556400703-1034","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@harlee_1","Harlee","Because they are anti gay marriage, anti choice, anti gun control, etc. They are masters at getting their constituents to vote against their own economic interests.","","1","2","1518567698000","4:21 PM - 13 Feb 2018","/harlee_1/status/963568881444016128","null"
"1556400703-908","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@GardenSage","Susan A. Crawford  🌿 🌱 ☘️","Yes. It is not too soon to talk about gun control...in fact it is way too late.","2","11","209","1518643187000","1:19 PM - 14 Feb 2018","/GardenSage/status/963885505623613440","null"
"1556400703-658","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@BryanDawsonUSA","Bryan Dawson","6/ Require manual safeties. Guns are the 3rd leading cause of death for children in the US. Yet manufacturers aren't required to add manual safeties that could prevent a child from pulling trigger & accidentally firing it. 

#StonemanShooting #EnoughIsEnough #GunControl #Parklandpic.twitter.com/LLNkueMUcd","18","285","517","1518649321000","3:02 PM - 14 Feb 2018","/BryanDawsonUSA/status/963911234402832384","null"
"1556400703-777","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@MaraJade_2017","Mara Jade  🇺🇸  🇵🇷  🏳️‍🌈","Prayers to the invisible man in the sky are WORTHLESS, @realDonaldTrump.

Hey @NRA 
 How many bullet filled kids is enough?

When is it not too soon to talk about #GunControl?

You're complicit in child murder. https://twitter.com/CNN/status/963894521632317440 …","52","279","399","1518646453000","2:14 PM - 14 Feb 2018","/MaraJade_2017/status/963899202920239106","null"
"1556400703-487","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@Logic_Triumphs","An_Anonymous_Source","Thanks to the NRA, Republicans in Congress & Donald Trump, February 14th (once remembered for being Valentine's Day) will now be remembered my millions of Americans as the anniversary of another tragic school massacre.
@GOP @SenateGOP @HouseGOP @realDonaldTrump #NEWS #guncontrol","6","46","61","1518652575000","3:56 PM - 14 Feb 2018","/Logic_Triumphs/status/963924880793116673","null"
"1556400703-508","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@philsadelphia","paul rudd","im trying so hard to be respectful and articulate on behalf of those whose lives were lost and their families, but im so fucking angry. and im so embarrassed and disgusted that the US refuses to do anything about gun control even after schools are REGULARLY being shot up.","1","23","151","1518652168000","3:49 PM - 14 Feb 2018","/philsadelphia/status/963923174848122883","null"
"1556400703-809","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@KelliAgodon","Kelli Russell Agodon","Today's school shooting in Parkland, Florida, is the 18th since the start of 2018. 
If your first thought when you saw #GunControl trending was, ""No way, not my guns,"" you are part of the problem. America, we need to make some changes. NOW.","115","476","1.1K","1518645804000","2:03 PM - 14 Feb 2018","/KelliAgodon/status/963896480946728960","null"
"1556400703-442","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@taylerrkramer","tayler kramer","two words: gun control.","","3","8","1518652731000","3:58 PM - 14 Feb 2018","/taylerrkramer/status/963925536132214785","null"
"1556400703-1016","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@LCARS_24","Bill Morris   🌎","Right now people are being murdered—massacred—in the United States, because of money in politics. And if you don't see that, I now pronounce you the shittiest detective in the world. 
—Jimmy Dore, re Ryan's refusal to bring a popular gun-control bill to the floor for a vote","1","20","35","1518621554000","7:19 AM - 14 Feb 2018","/LCARS_24/status/963794771780124673","null"
"1556400703-786","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@JimArkedis","Jim Arkedis","If you're upset about yet another senseless, horrible, completely unnecessary school shooting that killed innocent children, there is something you can do:

- Vote for gun control candidates

- Volunteer for gun control candidates

- Donate to gun control candidates.","6","146","251","1518646230000","2:10 PM - 14 Feb 2018","/JimArkedis/status/963898271642071040","null"
"1556400703-780","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@PhilMcCrackin44","Dash Riprock  🇺🇸","How soon before the despicable members of the Left begin talking about Gun Control ?

I’ll give them 12 hours !

@NancyPelosi 
@chuckschumer 
@SenWarren 
@SenSanders 
@HillaryClinton 

#TheDashRiprockpic.twitter.com/YOSDN0Dzsw","268","190","348","1518646383000","2:13 PM - 14 Feb 2018","/PhilMcCrackin44/status/963898911189557248","null"
"1556400703-570","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@MeghanRienks","Meghan Rienks","we need gun control 
we need mental health education 

things need to fucking change","15","1.4K","5.1K","1518651040000","3:30 PM - 14 Feb 2018","/MeghanRienks/status/963918442473537536","null"
"1556400703-746","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@g_mirabelli","Gabriella Mirabelli","TELL ME AGAIN how cutting access to mental healthcare and failing to maintain any semblance of control over gun laws is helping.
#guncontrol","1","27","62","1518647194000","2:26 PM - 14 Feb 2018","/g_mirabelli/status/963902311322955776","null"
"1556400703-795","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@FreedomFirstly","Sheikh Djibouti","It’s looking like the Nikolas Cruz was a radicalized Muslim convert. 

What if we applied #GunControlNow logic and put restrictions on the many good Muslims in an effort to stop the few bad Muslims?

Sounds idiotic, right?

That’s because #GunControl is, in fact, idiotic.","141","52","111","1518646070000","2:07 PM - 14 Feb 2018","/FreedomFirstly/status/963897597609103360","null"
"1556400703-811","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@TrumpsBane","#Resist Trumpism","Since you’ll say that now isn’t the time to talk about #GunControl, is it a good time to discuss the Russian sanctions that you refuse to enforce instead? #GunSense","9","126","295","1518645738000","2:02 PM - 14 Feb 2018","/TrumpsBane/status/963896205460697088","null"
"1556400703-469","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@mildredmud","Mildred","How many more #MassShooting's must there be before #GOPcongress acts? #parklandhighschool #Parkland #NRAKills #nraterrorists #gunsense #gunsensenow #GunControlNow #guncontrol #TrumpNRArussiaGOP #TrumpRussia #schoolshooting #NRAmassacres #BanAssaultWeapons #StopTheViolence #GOPpic.twitter.com/GND7IFciJX","4","39","41","1518652780000","3:59 PM - 14 Feb 2018","/mildredmud/status/963925741191815169","null"
"1556400703-471","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@sunvalleyid","Michelle, Shelly, Shells, but don't call me Mitch","How is it Republicans can move on from tragedies so easily. I'm saddened and sick to my stomach right now. There needs to be GUN CONTROL debates held in Congress today, and not tomorrow. ENOUGH IS ENOUGH with those who do nothing.","3","12","30","1518652759000","3:59 PM - 14 Feb 2018","/sunvalleyid/status/963925652498915328","null"
"1556400703-675","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@DCampoamor","Danielle Campoamor","Richard Burr: $6,986,620 from the NRA. Thom Tillis: $4,418,012 from the NRA. Roy Blunt: $4,551,146 from the NRA. Marco Rubio: $3,303,355 from the NRA. Rob Portman: $3,061,941 from the NRA. Bill Cassidy: $2,861,047 from the NRA. 

Vote. Them. Out. Of. Office. #Parkland #guncontrol","33","530","593","1518648779000","2:52 PM - 14 Feb 2018","/DCampoamor/status/963908961945743360","null"
"1556400703-654","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@georgiamarxist","Georgia Marxist ☭","reminder that liberal gun control laws do nothing to stem the tide of violence, but instead further grow our bloated criminal justice system by giving police even more reasons to harass & arrest already targeted minority groups","3","40","124","1518649391000","3:03 PM - 14 Feb 2018","/georgiamarxist/status/963911528343797760","null"
"1556400703-531","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@ActualEPAFacts","AltEPA","On FoxNews just now: we’ve given up thinking there is going to be a legislative response (read #GunControl) because if Newtown, where a bunch of teeny kids were gunned down, didn’t do it, this (Stoneman Douglas High School) certainly won’t.","17","88","254","1518651775000","3:42 PM - 14 Feb 2018","/ActualEPAFacts/status/963921525219917826","null"
"1556400703-819","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@davidraider88","David Block","In 1997, 35 people died in a mass shooting in Australia. Two weeks later they passed a gun control law. There have been no mass shooting deaths of five or more in Australia ever since. It can be done.","11","99","135","1518645539000","1:58 PM - 14 Feb 2018","/davidraider88/status/963895370685313024","null"
"1556400703-560","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@JoeTheMailman","Jose","Every school shooting has been done
by a DEMOCRAT
""Nicolas Cruz"" is a Hispanic registered
 DEMOCRAT...

This is why DEMOCRATS should never
 own a GUN!!!

They are mentally ill...
They are confused of their sexual identity
They are full of hate! #guncontrol","136","155","300","1518651315000","3:35 PM - 14 Feb 2018","/JoeTheMailman/status/963919599229059072","null"
"1556400703-747","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@keelynn_lopez","Keelynn 😎 🤪","we don’t need stricter gun control we need to keep a closer eye on who’s hand we put the guns into, even the people who sell them unlicensed need to watch that too...","9","11","125","1518647192000","2:26 PM - 14 Feb 2018","/keelynn_lopez/status/963902305044189184","null"
"1556400703-1004","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@SNBonaccorsi","Sara Bonaccorsi","Can we talk about gun control yet? 
Or does the $10,000 you received from the NRA last year only buy us thoughts and prayers?
#GunControlNow","26","116","398","1518639187000","12:13 PM - 14 Feb 2018","/SNBonaccorsi/status/963868730571870210","null"
"1556400703-850","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@BenHowe","Ben","That's just not accurate. I see tons of people both pro and anti gun control saying ""thoughts and prayers."" It's a weird thing people keep getting upset about and I don't get it. https://twitter.com/GuyDebored/status/963892037195091974 …","33","17","72","1518644797000","1:46 PM - 14 Feb 2018","/BenHowe/status/963892257660264448","null"
"1556400703-443","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@DailyCaller","The Daily Caller","Democrats Blame Republicans, Demand Gun Control After Florida School Shooting http://dailycaller.com/2018/02/14/democrats-gun-control-florida-school-shooting/?utm_source=site-share …","104","24","24","1518652790000","3:59 PM - 14 Feb 2018","/DailyCaller/status/963925784430829569","null"
"1556400703-869","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@taylorxlorde","i stan good music","why isn’t this happening in other countries with stricter gun control then?","9","7","132","1518644388000","1:39 PM - 14 Feb 2018","/taylorxlorde/status/963890544421335043","null"
"1556400703-797","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@PhillyResistNow","RealPA","I think it's time for you to face that your prayers and thoughts do nothing to keep people alive. You know what does work? Gun control laws. 
You lied to Pennsylvania when you campaigned on being ""moderate on gun control."" This blood is on your hands.","","25","202","1518646025000","2:07 PM - 14 Feb 2018","/PhillyResistNow/status/963897410463379456","null"
"1556400703-938","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@kaehvogel","Micha [skinny activist]","Sure, gun control prevented these kids from having guns.

LET'S ARM ALL KIDS.

Holy fuck, you people are dumber than anyone could ever imagine.","238","446","7.7K","1518642390000","1:06 PM - 14 Feb 2018","/kaehvogel/status/963882162146758656","null"
"1556400703-892","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@MattyIceUSA","Matty Ice","People say it's too soon to talk about gun control since the Florida Parkland School shooting just happened. I say it's too late. #nra #guncontrolnow","3","17","68","1518643667000","1:27 PM - 14 Feb 2018","/MattyIceUSA/status/963887517995958272","null"
"1556400703-1002","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@waltb31","waltb31","Another day, another facilitated NRA mass shooting in a high school. Save your “thoughts and prayers”; and NO, it’s not too damn early to talk about gun control. The Russian funded NRA and the NRA PAID GOP POLITICIANS again have blood on their hands #NRAKills #DomesticTerrorism","5","82","124","1518639419000","12:16 PM - 14 Feb 2018","/waltb31/status/963869700391391238","null"
"1556400703-699","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@sabrinainspace","sabrina","girls don’t want chocolate and flowers for valentine’s day girls want gun control","2","13","63","1518648283000","2:44 PM - 14 Feb 2018","/sabrinainspace/status/963906881898057731","null"
"1556400703-1045","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@Areyousaddrumft","Daniel Barber","@NRA better be on everyones refusal list, then maybe the honest one will vote on Gun Measures that make a difference. NOTICE its not GUN CONTROL, there is a difference. pic.twitter.com/fdsSPzdZqC","","1","","1518566431000","4:00 PM - 13 Feb 2018","/Areyousaddrumft/status/963563568544272390","null"
"1556400703-539","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@DaShanneStokes","Dr. DaShanne Stokes","As we talk about gun violence, we need to talk about the violence incited by Trump and implicitly condoned by the GOP.

https://www.huffingtonpost.com/entry/has-the-gop-become-the-party-of-violence_us_595d4377e4b0cf3c8e8d55c5 …

#guncontrol #guncontrolnow #resist #thoughtsandprayers #resist #floridashooting #parkland","4","33","49","1518651604000","3:40 PM - 14 Feb 2018","/DaShanneStokes/status/963920808564396033","null"
"1556400703-823","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@waltb31","waltb31","This is why mass shootings continues. Fraudulent @NRA PAID disingenuous @GOP jokes like @marcorubio taking $3 MILLION and offering thoughts and prayers instead of gun control legislation #NRATerrorism #NRAKillshttps://twitter.com/zachb/status/963893128712273920 …","4","127","144","1518645499000","1:58 PM - 14 Feb 2018","/waltb31/status/963895204796403712","null"
"1556400703-975","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@JeffCavanaugh1","[REDACTED]  🗣","This thread is fascinating and horrifying at once. Child live tweeting as he hides under desk with active shooter on loose. Reporters requesting interviews while he is still hiding. People cursing out media. Even a few gun control mentions. And plenty of thoughts and prayers. Wow","3","26","237","1518641346000","12:49 PM - 14 Feb 2018","/JeffCavanaugh1/status/963877782580350976","null"
"1556400703-857","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@JasonMarsden","Mars at Home","#guncontrol #GUNCONTROLNOW
PLEASE RT","5","49","35","1518644635000","1:43 PM - 14 Feb 2018","/JasonMarsden/status/963891580267573248","null"
"1556400703-604","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@BryanDawsonUSA","Bryan Dawson","11/ Get to know gun laws. We need common sense solutions. Avoid extremism and be honest in your debate. We are making it way too easy for both domestic terrorists and ISIS. Your vote matters!

#StonemanShooting #EnoughIsEnough #GunControl #Parklandpic.twitter.com/etTGftLtRO","19","178","402","1518650478000","3:21 PM - 14 Feb 2018","/BryanDawsonUSA/status/963916085308395521","null"
"1556400703-589","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@BeauWillimon","Beau Willimon","You want taxpayers to spend $25 billion for a wall that will do virtually nothing to keep us safer. Meanwhile you and your party take money from the @NRA to prevent common sense #guncontrol reforms that could actually save lives. Shame. https://twitter.com/realdonaldtrump/status/963878055969198080 …","75","1.1K","2.9K","1518650751000","3:25 PM - 14 Feb 2018","/BeauWillimon/status/963917230537928704","null"
"1556400703-491","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@QasimRashid","Qasim Rashid, Esq.","Odds of dying in America: 

•Assault by gun: 1 in 370

•Accidental gunshot: 1 in 6,904

•Law enforcement: 1 in 8,719

•Mass shooting : 1 in 15,325

•Refugee from banned nations: 1 in 3,600,000,000

Refugee Ban Attempts: 3
Gun Control Legislation: 0

#GunControlNow
#Florida","111","3.2K","6.3K","1518652414000","3:53 PM - 14 Feb 2018","/QasimRashid/status/963924208299462656","null"
"1556400703-802","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@CollinRugg","Collin Rugg","Democrats want Gun Control.

If someone is so sick in the head that they will go to a school and shoot up as many people as they can, I highly doubt they are going to listen to gun laws or “Gun Free Zone” signs.

#GunControlNow","42","122","317","1518645962000","2:06 PM - 14 Feb 2018","/CollinRugg/status/963897143462277121","null"
"1556400703-779","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@rick00979","Rick","@docrocktex26 @pannlewis44 @LesaPamplin How many times do we have to scream that gun control is a public health issue ? This is sickening. https://twitter.com/AJENews/status/963898171754676224 …","4","24","49","1518646386000","2:13 PM - 14 Feb 2018","/rick00979/status/963898922447069185","null"
"1556400703-686","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@brewilliamson","Breanne Williamson","There have been 7 school shootings since 1975 in Canada... there have been 142 since 2013 in the US. Canadians have mental illness, bullying, etc but we also have gun control. Guns are the problem. Period.","28","213","815","1518648617000","2:50 PM - 14 Feb 2018","/brewilliamson/status/963908280060755968","null"
"1556400703-633","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@GeoffMiami","Geoff Campbell (MiamiGator)","BREAKING in Parkland 

At least 15 lives lost
Many injured 
Shooter loved Hunting 
Shooter described as racist 
Shooter was a Foster child 
Shooter’s Foster parent recently passed away
All according to @WPLGLocal10 


#Florida
#guncontrol","5","32","51","1518649934000","3:12 PM - 14 Feb 2018","/GeoffMiami/status/963913804399763458","null"
"1556400703-465","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@Vision365","Jason","Lemme guess...There are tweets talking about the political party of Nicholas Cruz and #(some variation of gun control) happening right now? Still no significant info on Paddock though right? carry on.","2","2","12","1518652681000","3:58 PM - 14 Feb 2018","/Vision365/status/963925327780118528","null"
"1556400703-707","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@MamaReg2","🇺🇸 🇨🇺 🇺🇸MamaReg 🇺🇸 🇨🇺 🇺🇸","Florida HS shooting
Alleged shooting suspect
19yo Nicolas de Jesus Cruz
in custody

School & authorities were
aware of threat he posed
(Allegedly was not allowed on campus with packpack)

Warning: Graphic video may be disturbing

PS-
#GunControl
will never
determined loons pic.twitter.com/sn5f7NG4tB","12","51","56","1518648087000","2:41 PM - 14 Feb 2018","/MamaReg2/status/963906060401676289","null"
"1556400703-812","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@AlexisMScott","Sid's Mom","There have been 18 school shootings since the start of this year. Out 31 school days, there’s been a shooting every other day. Gun control isn’t about taking freedom away. It’s  about protecting our children to ensure they have a future #Parkland #GunControlNow","4","42","114","1518645730000","2:02 PM - 14 Feb 2018","/AlexisMScott/status/963896174032846848","null"
"1556400703-446","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@Striped_Sponge","Levi Carrasquillo","Another school shooting for America. And still, our government won’t do anything for gun control.","9","25","160","1518652564000","3:56 PM - 14 Feb 2018","/Striped_Sponge/status/963924834701971457","null"
"1556400703-679","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@paulapoundstone","Paula Poundstone","When will our country renounce its love of violence? #guncontrol #GunControlNow","26","98","538","1518648735000","2:52 PM - 14 Feb 2018","/paulapoundstone/status/963908776846753792","null"
"1556400703-616","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@BryanDawsonUSA","Bryan Dawson","10/ Support the ban on ""straw purchases"" (buying a gun for someone else and circumventing the background check system). The NRA fought to overturn this ban and barely lost in the Supreme Court 5-4. Your vote matters!

#StonemanShooting #EnoughIsEnough #GunControl #Parklandpic.twitter.com/l9SKOVXoCo","9","222","457","1518650155000","3:15 PM - 14 Feb 2018","/BryanDawsonUSA/status/963914730376187905","null"
"1556400703-757","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@JordanUhl","jordan","I’ll start praying right after you introduce gun control legislation. https://twitter.com/senjoniernst/status/963896476580614145 …","16","84","411","1518646794000","2:19 PM - 14 Feb 2018","/JordanUhl/status/963900636533284871","null"
"1556400703-712","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@hipsterocracy","Johnny Taylor, Jr.","Are we still waiting for a good time to talk about gun control?","12","49","157","1518647969000","2:39 PM - 14 Feb 2018","/hipsterocracy/status/963905565310140416","null"
"1556400703-673","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-02-14%20until%3A2018-02-15&src=typd&lang=en","@TheLoveBel0w","Tuxedo Mask","So by your logic, abolish all laws? Are you saying there are just as many car crashes since we implemented seat belts and speed limits? Even if sensible gun control helped prevent only ONE kid's death, it would still very much be worth it. EVERY life is worth it. #GunControlNowhttps://twitter.com/MeehanSkylar/status/963894907575382016 …","12","36","116","1518648801000","2:53 PM - 14 Feb 2018","/TheLoveBel0w/status/963909054958534657","null"
