web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url,
"1556483330-5184","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@SKYRIDER4538","🇺🇸 𝒮𝓀𝓎  🇺🇸","Anti gun, pro @PPact ? 

I see forceps to be more dangerous than firearms. 

#DefundPlannedParenthood 
#AbortionIsMurder
#MarchForOurLives
#guncontrol pic.twitter.com/s8Rbz36WLF","79","382","609","1522609546000","12:05 PM - 1 Apr 2018","/SKYRIDER4538/status/980521619687903232","null"
"1556483330-5008","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@ibrokemyserious","giving up","100% this! I'm proud of all of you for not being silenced and shamed about gun control or the stigmas surrounding periods! Your generation is AMAZING and it fills my heart with hope!","1","3","34","1522759829000","5:50 AM - 3 Apr 2018","/ibrokemyserious/status/981151953441951745","null"
"1556483330-5247","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@LaurenElizabeth","Lauren Elizabeth","Me: What do you want? 
Rebecca: Gun Control

*in the Starbucks drive thru just trying to get her coffee order*","7","263","4.1K","1522552560000","8:16 PM - 31 Mar 2018","/LaurenElizabeth/status/980282603352735744","null"
"1556483330-5058","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@lipsoneric","Eric Lipson #BlueWave2020","It’s mind boggling that my state run by the @GOP can find money for clear backpacks but can’t find funding to pay our teachers a worthy salary.  This is not #GunControl or #SchoolSafety. This is a prison.  #VoteThemOut.https://twitter.com/i/moments/980941221639016448 …","4","31","39","1522712194000","4:36 PM - 2 Apr 2018","/lipsoneric/status/980952157754183680","null"
"1556483330-4957","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@kellyblaus","Kelly","We need REAL change. REAL gun control. REAL common sense gun laws. 

The #StopSchoolViolenceAct does NOTHING to help protect employees at their workplace. 

IF YOU ARE TRYING TO FIX GUN VIOLENCE WITHOUT ENFORCING GUN CONTROL, THEN YOU ARE NOT REALLY TRYING TO FIX GUN VIOLENCE. https://twitter.com/erinjeanc/status/981262422567567360 …","1","53","132","1522788218000","1:43 PM - 3 Apr 2018","/kellyblaus/status/981271024862990336","null"
"1556483330-5164","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@tinybaby","tinybaby","proud to announce my new job at the FBI where im building a system to identify potentially dangerous gun owners by tracking who tweets negatively about gun control on twitter","8","23","217","1522626073000","4:41 PM - 1 Apr 2018","/tinybaby/status/980590940208340993","null"
"1556483330-5002","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@mises","Mises Institute","#GunControl / #GunReformNow reduce homicides? London would like a word with you...","3","20","40","1522761900000","6:25 AM - 3 Apr 2018","/mises/status/981160640722153474","null"
"1556483330-5021","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@mrntweet2","Michelle","How it Happened: More Homicides in Gun-Controlled London than in NYC 
#2A #GunControl 
http://bit.ly/2GqJfwa","5","30","33","1522738624000","11:57 PM - 2 Apr 2018","/mrntweet2/status/981063015243038720","null"
"1556483330-5069","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@TheKuhnerReport","Jeff Kuhner","Media is blasting Laura Ingraham for mocking David Hogg, saying she was picking on a ""child."" If he's too young to be criticized then he's too young for adults to take advice from on gun control. Since when do teens dictate to adults about public policy? #MAGA #TCOT #BoycottHogg","20","65","170","1522707232000","3:13 PM - 2 Apr 2018","/TheKuhnerReport/status/980931347618435078","null"
"1556483330-4933","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@EarlyWatchCA","EarlyWatchCA","YouTube is owned by Google and is located in the San Francisco Bay Area, so they have some of the strictest gun control in the country and it didn't stop this. How do you figure more laws will change anything?","2","14","65","1522791026000","2:30 PM - 3 Apr 2018","/EarlyWatchCA/status/981282803793801216","null"
"1556483330-5157","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@iTrooth","iTruth 🇺🇸","Dick act of 1902. GUN CONTROL WILL NEVER BE REPEALED .... EVER !!! #MAGA retweet the hell out of this. Sick of them playing on the ignorance of the people. Not anymore !!!pic.twitter.com/Vf3Duvw2Yn","3","15","15","1522631112000","6:05 PM - 1 Apr 2018","/iTrooth/status/980612074329071616","null"
"1556483330-4924","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@HeyImHeatherr","Heather Ream","All we want is gun control. WHY IS THAT SO DIFFICULT?","71","9","196","1522792267000","2:51 PM - 3 Apr 2018","/HeyImHeatherr/status/981288010133266434","null"
"1556483330-4999","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@CorrectWinger","Correct Wing","""I have a very strict gun control policy: if there's a gun around, I want to be in control of it."" - Clint Eastwood","3","105","335","1522763879000","6:57 AM - 3 Apr 2018","/CorrectWinger/status/981168942440890370","null"
"1556483330-5134","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@John3_and_16","J. Chillin","Let's just be honest.

The end result of #GunControl is that the bad guys will have all the guns they want, and the good guys will have none. pic.twitter.com/ndPh5AgZq1","12","66","103","1522663595000","3:06 AM - 2 Apr 2018","/John3_and_16/status/980748319264681984","null"
"1556483330-5233","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Independent","The Independent","‘Mass protests are only the first step to gun control – there is much more work to do’ http://ind.pn/2uzH2J9","4","7","25","1522563720000","11:22 PM - 31 Mar 2018","/Independent/status/980329413177987073","null"
"1556483330-5129","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@EJDionne","EJ Dionne","The Virtue of Original Sin Liberalism. My column: A letter to opponents of gun control and others who think liberals have an unrealistic view of human nature. Liberalism is tougher than you think.
https://www.washingtonpost.com/opinions/liberals-are-well-aware-of-the-capacity-for-evil/2018/04/01/118f1cc2-3458-11e8-94fa-32d48460b955_story.html …","4","32","96","1522671806000","5:23 AM - 2 Apr 2018","/EJDionne/status/980782759139594240","null"
"1556483330-4852","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@CattHarmony","Catt","The gun-control people always sound so angry and violent. I have to agree with them that it's the best if they don't ever own any guns!","37","166","428","1522797144000","4:12 PM - 3 Apr 2018","/CattHarmony/status/981308466865225728","null"
"1556483330-4956","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Redpainter1","Red ™️","These fucking gun nuts. No amount of “good guys with a gun” can stop a maniac in full body armor before he has killed numerous people  #GunReform #GunControl #FuckTheNRAhttps://twitter.com/williamlegate/status/981267430616870912 …","10","45","115","1522788268000","1:44 PM - 3 Apr 2018","/Redpainter1/status/981271237354811393","null"
"1556483330-5082","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@CarmineSabia","Carmine Sabia","Murders in London surpassed NYC. They used knives. But yes it is easier to implement gun control in a nation where there isnt 300 million guns. How do you intend to get 15 million AR 15s back from law abiding citizens with no fight?","19","15","199","1522699857000","1:10 PM - 2 Apr 2018","/CarmineSabia/status/980900415037411329","null"
"1556483330-5084","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@ConstantOrbit","Denis Haskin","Why not?  Gun control is *literally* written into the Second Amendment, with 2 words: ""well-regulated"".  If you don't support #GunControl, you don't really support the #SecondAmendment #2A #NRA","13","9","99","1522697352000","12:29 PM - 2 Apr 2018","/ConstantOrbit/status/980889906003128320","null"
"1556483330-4948","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@B_NERD","***ΒΔΚ  💰 MΘNΣYBΔG","Google about to spend all its money for gun control now.","1","68","309","1522789360000","2:02 PM - 3 Apr 2018","/B_NERD/status/981275816653934595","null"
"1556483330-4851","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@chelseahandler","Chelsea Handler","Women’s rights, LGBT rights, Gun Control…let’s talk about them all!  A limited number of $20 tickets to the show are on sale to benefit Planned Parenthood.  http://pittsburghpride.org/chelsea pic.twitter.com/V17XoiSukw","222","169","1.1K","1522798254000","4:30 PM - 3 Apr 2018","/chelseahandler/status/981313119887572992","null"
"1556483330-5055","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@nosoupforgeorge","Matt","At professional sporting events, going through metal detectors and having security examine the contents of your clear bag can take up to a half-hour.

Imagine that, but every day at school.

Here's another solution: #GunControl.

 #NeverAgain #Enough #GunReformNow #GunControlNowhttps://twitter.com/Sarahchadwickk/status/980619370845081605 …","","5","26","1522714037000","5:07 PM - 2 Apr 2018","/nosoupforgeorge/status/980959887940136961","null"
"1556483330-4965","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@theblaze","TheBlaze","Some of the school’s most prominent students, who have become national voices in the gun control debate, used social media to voice their displeasure with the changes. http://bit.ly/2JecwYJ","66","18","43","1522782901000","12:15 PM - 3 Apr 2018","/theblaze/status/981248723803099137","null"
"1556483330-4960","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@SunderCR","Sunder","Vadim followed this up to say they got evacuated safely.

Shocked at everybody that replied to this person in an ACTIVE SHOOTER SITUATION with snarky ""gun control doesn't work"" tweets.

Be better, people. Show even a shred of empathy for once. https://twitter.com/Lavrusik/status/981259304408788993 …","9","6","87","1522786980000","1:23 PM - 3 Apr 2018","/SunderCR/status/981265835984474113","null"
"1556483330-5031","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@CNN","CNN","One day after Vermont lawmakers approved sweeping gun control measures that include limits on the size of magazines, gun-rights supporters held a large protest and handed out gifts: Hundreds of free rifle magazines https://cnn.it/2uFXWpo pic.twitter.com/FG8aL5thOU","73","99","188","1522726268000","8:31 PM - 2 Apr 2018","/CNN/status/981011190779400197","null"
"1556483330-5143","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@FoxNews","Fox News","Chloe Deaton: ""Personally, I don't believe that gun control is the best idea. Everyone has the right to have their own opinion."" pic.twitter.com/YSdySAP5Pc","66","111","384","1522642200000","9:10 PM - 1 Apr 2018","/FoxNews/status/980658581706981379","null"
"1556483330-5215","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@AmericanGirl815","❌ 🇺🇸 ❤️AmericanGirl ❤️ 🇺🇸 { ⭐️} ❌","Hispanics:

Foreign: 80% for bigger government
Domestic: 65% for bigger government

Foreign: 80% in favor of strict gun control 
Domestic: 65% in favor of strict gun control

Foreign: 75% want regulated free speech
Domestic: 60% want regulated free speech 
http://www.thegatewaypundit.com/2018/03/invasion-mexico-allowing-army-of-illegal-migrants-to-march-their-way-to-u-s-border/ …","25","124","110","1522590420000","6:47 AM - 1 Apr 2018","/AmericanGirl815/status/980441403225329666","null"
"1556483330-4881","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@GarrettLink12","Garrett Link","Americans love their guns because  500 thousand lives are saved a year due to people having a gun in their house. What strict gun control measures do you want that we don't already have??","36","6","40","1522797666000","4:21 PM - 3 Apr 2018","/GarrettLink12/status/981310654324920320","null"
"1556483330-4874","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@RealJack","Jack Murphy","The left is already claiming harder than ever we need to repeal the Second Amendment following YouTube HQ shooting.

Gun control is working so well in Europe!

London, England just surpassed New York’s murder rate.

Gun outlawed France had a deadly hostage situation 2 weeks ago.","98","578","1.1K","1522798790000","4:39 PM - 3 Apr 2018","/RealJack/status/981315366906466304","null"
"1556483330-4915","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Chloeeaster1","Chloe Easterbrook","The events at San Bruno have me exhausted. Gun control is needed now. This is inexcusable. Please register to vote, go to the polls, we need to do what we need to do.","106","1.0K","2.9K","1522793079000","3:04 PM - 3 Apr 2018","/Chloeeaster1/status/981291415534649344","null"
"1556483330-4929","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@audralaray","Audra LaRay","“I didn’t have a gun on me... I wish I did though.” #Youtube #YoutubeShooter #youtubeshooting #GunControl #fuckyourguncontrol pic.twitter.com/ROgwczEgYh","10","24","76","1522791802000","2:43 PM - 3 Apr 2018","/audralaray/status/981286057533730824","null"
"1556483330-5064","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@T_S_P_O_O_K_Y","Tony Shaffer","Another gun control paradise... how's those ""common sense"" gun control laws working out there, Charm City?
http://www.baltimoresun.com/news/opinion/oped/bs-ed-op-baltimore-census-20180330-story.html …","12","58","126","1522708936000","3:42 PM - 2 Apr 2018","/T_S_P_O_O_K_Y/status/980938495530323969","null"
"1556483330-5231","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Tactical_review","Tactical-reviews.com","#guncontrol is after all, about being equally weak, right? 
#gunsense #LiberalLogicpic.twitter.com/YV8cJB5DSz","3","17","41","1522569060000","12:51 AM - 1 Apr 2018","/Tactical_review/status/980351811029753857","null"
"1556483330-5127","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@AP4Liberty","Austin Petersen","Josh Hawley on Gun Control: Stronger gun control background checks; ban bump stocks: http://www.ontheissues.org/Domestic/Josh_Hawley_Gun_Control.htm …
#2A","8","20","66","1522673127000","5:45 AM - 2 Apr 2018","/AP4Liberty/status/980788299349491712","null"
"1556483330-4992","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@CloydRiversPics","Cloyd Rivers Pics","Fun fact: 2000 illegal guns cross the U.S./Mexican border every day. And the same people callin’ for gun control are the very same people callin’ for open borders. Let that sink in. Merica.","3","127","512","1522767095000","7:51 AM - 3 Apr 2018","/CloydRiversPics/status/981182431456882688","null"
"1556483330-5169","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@SafetyPinDaily","SafetyPin-Daily","Dems seize on gun control heading into midterms | Via TheHill http://thehill.com/homenews/campaign/380918-dems-turn-sights-to-gun-control-in-midterms#.WsDM0MBhuKk.twitter …","","10","25","1522622661000","3:44 PM - 1 Apr 2018","/SafetyPinDaily/status/980576628362416129","null"
"1556483330-4870","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@essenviews","EssenViews/Commentary","MSNBC Calls Out Trump On Gun Control After YouTube Shooting. The climate has changed so much after Parkland that MSNBC was able to launch into a conversation about how Trump and the Republicans are not doing anything about guns after the YouTube shooting. https://www.politicususa.com/2018/04/03/msnbc-calls-out-trump-on-gun-control-after-youtube-shooting.html …","3","25","46","1522799310000","4:48 PM - 3 Apr 2018","/essenviews/status/981317550079229952","null"
"1556483330-4895","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@DBloom451","Boston 🇺🇸Bobblehead","Inside the News Control Room:

DIRECTOR: ""No. NO. NO! He didn't just say 'I didn't have a gun on me, but I wish I did,' about the San Bruno, YouTube HQ shooting, did he? EDIT THAT OUT!""

CP OPERATOR: "" I can't! It's LIVE!""
https://twitter.com/passionchica/status/981284007018160129/video/1 …","5","77","134","1522794766000","3:32 PM - 3 Apr 2018","/DBloom451/status/981298489975025665","null"
"1556483330-5205","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@foxandfriends","FOX & friends","In the wake of nationwide gun control marches, this FL sophomore helped organize a student walkout in support of the Second Amendment pic.twitter.com/DtiTjRW4K4","129","758","2.0K","1522594500000","7:55 AM - 1 Apr 2018","/foxandfriends/status/980458514169630720","null"
"1556483330-5057","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Truther_Dude","Truth Seeker","crisis actors, multiple shooters reported, occurring during a planned drill, quick reaction actors demanding gun control...anyone else recognize the pattern here, hint...every highly publicized mass shooting during the past decade!","3","17","27","1522712624000","4:43 PM - 2 Apr 2018","/Truther_Dude/status/980953960344444928","null"
"1556483330-4973","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@FreeBeacon","Free Beacon","LATEST: Gun Sales Soar, Set Record in March Amid Push for New Gun-Control Measures via @StephenGutowski http://freebeacon.com/issues/gun-sales-soar-set-record-march-amid-push-new-gun-control-measures/ …","8","69","95","1522777200000","10:40 AM - 3 Apr 2018","/FreeBeacon/status/981224814982647809","null"
"1556483330-4873","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@GGG_by_Lia","Lia","Praying for #Peace safety & well being of everyone affected  at and by the #youtubeshooting #YouTubeHQ #YoutubeHeadquarters #GunControl","","10","20","1522799063000","4:44 PM - 3 Apr 2018","/GGG_by_Lia/status/981316511661948928","null"
"1556483330-5020","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Tracymitch64","Tracy Mitchell","17 yr old girl shot dead in Tottenham last night, 47th THIS YEAR!! What the hell is going on @MayorofLondon ? All happening on YOUR watch! Knife and gun crimes spiralling out of control on our streets, kids dying week in week out! 
What you gonna do about it?","","10","12","1522739259000","12:07 AM - 3 Apr 2018","/Tracymitch64/status/981065676793241601","null"
"1556483330-5296","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@duxcomedy","Duxcomedy","Also, gun control is people control. There is no other way to slice it.","","","","1522540834000","5:00 PM - 31 Mar 2018","/duxcomedy/status/980233421283905537","null"
"1556483330-4936","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@LDeeep","David Gorman","Holy crap, it is absolutely horrifying reading about the active shooter at YouTube.

To all our friends there - we are with you in spirit. Stay safe.

How many more of these incidents does this country need before we get serious about gun control?","5","9","101","1522790873000","2:27 PM - 3 Apr 2018","/LDeeep/status/981282163017400320","null"
"1556483330-5193","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@mustangmadd","🌈Tracey 🌈 🦂 👁️‍ 🗨️#IamAwitness","Andy can fool some of the people some of ......I wish gov't were bringing back the long gun registry but a registry for ALL firearms ..anyways read this article ..the REAL gun agenda of @andrewscheer and the #CPC #NeverAgain #NeverForget #GunControl 
https://www.theglobeandmail.com/opinion/canada-shouldnt-be-smug-when-it-comes-to-guns/article38064169/ …https://twitter.com/AndrewScheer/status/980150735701622784 …","2","20","18","1522603645000","10:27 AM - 1 Apr 2018","/mustangmadd/status/980496873147412480","null"
"1556483330-4966","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@biker4marriage","SandyLee","Do it leftist lunatics...just do it!  Gotta love @benshapiro #guncontrol #2A #2AShallNotBeInfringedhttps://youtu.be/qiEuE-jsZjY","2","23","26","1522782267000","12:04 PM - 3 Apr 2018","/biker4marriage/status/981246064358576129","null"
"1556483330-4912","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@ericvale","Eric Vale","Now is not the time to talk about #guncontrol.
#fuckthenra","2","7","130","1522793333000","3:08 PM - 3 Apr 2018","/ericvale/status/981292480091041793","null"
"1556483330-5073","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@GrahamAllen_1","Graham Allen","Never Forget when talking about Gun Control....... #Freedom #GunControl pic.twitter.com/v4NKeg7vxr","21","226","581","1522704569000","2:29 PM - 2 Apr 2018","/GrahamAllen_1/status/980920178874691584","null"
"1556483330-5065","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@MotherJones","Mother Jones","This gun control advocate hoped to win a seat in the Statehouse. After Parkland, she's thinking bigger. https://mojo.ly/2uCP5oI pic.twitter.com/6AHBOdVrbC","1","39","80","1522708560000","3:36 PM - 2 Apr 2018","/MotherJones/status/980936917817675777","null"
"1556483330-4900","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@goodoldcatchy","LiberalBookwormJim","Hello, stable genius. Here's an idea. Why don't you introduce some extremely strict gun control measures so that the US at least partially resembles other First World countries in its attitudes to tools of death and mayhem?","54","110","861","1522794364000","3:26 PM - 3 Apr 2018","/goodoldcatchy/status/981296805295005696","null"
"1556483330-5101","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@piersmorgan","Piers Morgan","Actually, although London has a rising knife crime issue, this statistic is more reflective of New York's murder rate plummeting - largely down to the city taking tough new gun control measures in recent years. https://twitter.com/thecjpearson/status/980851558073143296 …","283","47","383","1522688385000","9:59 AM - 2 Apr 2018","/piersmorgan/status/980852294634766336","null"
"1556483330-4979","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@DavidLammy","David Lammy","Community is in deep shock. Both schools that she attended speak so fondly and so highly of her. Knife and gun crime that has devastated another family and community is fuelled by turf wars on behalf of gangsters and kingpins to control lucrative markets. https://www.standard.co.uk/news/crime/london-murder-spike-fuelled-by-mcmafia-drug-barons-shifting-tonnes-of-cocaine-mp-david-lammy-says-a3804681.html …","30","29","56","1522773920000","9:45 AM - 3 Apr 2018","/DavidLammy/status/981211055304118272","null"
"1556483330-5249","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@DailyCaller","The Daily Caller","Teacher Has Students Write Letters For Congress Begging For Stricter Gun Control https://trib.al/DCgC50h pic.twitter.com/cXy4vvAH3n","15","32","20","1522551330000","7:55 PM - 31 Mar 2018","/DailyCaller/status/980277447051694080","null"
"1556483330-4930","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@ksenijapavlovic","Ksenija Pavlovic McAteer","Gun violence in America is out of control. We must think together to find a comprehensive solution that will respect the constitutional rights of the 2nd amendment but at the same time protect the lives of  people. Some type of gun control is needed as freedoms also have limits","2","11","35","1522791529000","2:38 PM - 3 Apr 2018","/ksenijapavlovic/status/981284915529609218","null"
"1556483330-5266","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@nytpolitics","NYT Politics","Vermont is all but certain to join Florida in passing a package of new gun control measures  in the aftermath of the Parkland shooting https://nyti.ms/2pUquG9","2","21","59","1522543505000","5:45 PM - 31 Mar 2018","/nytpolitics/status/980244627398844416","null"
"1556483330-5192","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@kym_possible23","KymPossible","So do I. My family has received multiple death threats just for being “too vocal” about gun control and all I keep thinking is how much worse it is for them. They’re already stronger at 16/17 than I’ll ever be.","5","12","201","1522605081000","10:51 AM - 1 Apr 2018","/kym_possible23/status/980502892934303744","null"
"1556483330-5274","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Elmo53958619","Elmo","Another snowflake pops her head up looking for the sun but finds herself in desperation to give up her constitutional rights.
Snowflake, can give up hers, not mine

I’ve Supported the Second.
Amendment My Whole Life. It’s Time for Reasonable Gun Control http://time.com/5222720/second-amendment-gun-control/ …","","","","1522541234000","5:07 PM - 31 Mar 2018","/Elmo53958619/status/980235098900504576","null"
"1556483330-5022","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@TheAlanvargas","Alan Vargas","#ICallBS on

Tax cuts for the rich 
Removing dodd Frank 
Killing net neutrality 
Gun control won't stop gun violence 
Teenagers don't know what they are talking about
Weed is dangerous 
Climate change is fake 
Illegal immigrants are dangerous 
Muslims are terrorists 

Vote now.","4","34","48","1522737863000","11:44 PM - 2 Apr 2018","/TheAlanvargas/status/981059823830642688","null"
"1556483330-5200","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@jeffreyscarson","Jeffrey Carson","@Montel_Williams let's have an honest, informative discussion about #2A and gun control. @AP4Liberty has invited @shannonrwatts to have that discussion. It's an open invitation. You're cordially invited too. Off topic, Happy Easter! All best.","4","16","103","1522598609000","9:03 AM - 1 Apr 2018","/jeffreyscarson/status/980475750183731200","null"
"1556483330-5078","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Timcast","Tim Pool","A few days ago we went to the Essex County Police Academy to take a Firearms Safety Course and talk to an instructor about their thoughts on gun control. 

https://www.youtube.com/watch?v=FEBBC4WR7n4 …","8","32","88","1522701747000","1:42 PM - 2 Apr 2018","/Timcast/status/980908339830906881","null"
"1556483330-5039","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@StarTribune","Star Tribune","Full-page ad calls out Erik Paulsen, Jason Lewis, Tom Emmer and Collin Peterson on gun control measures, NRA donations. http://strib.mn/2pZyvcQ pic.twitter.com/ZWm9NpPkJ6","27","51","199","1522721040000","7:04 PM - 2 Apr 2018","/StarTribune/status/980989261460713474","null"
"1556483330-4861","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Deerveng","Deer cried at endgame","I live near San Bruno, so YouTube shooting hits close to home. Please save your ""thoughts and prayers"" and do something about gun control.","6","1","5","1522799368000","4:49 PM - 3 Apr 2018","/Deerveng/status/981317791029518337","null"
"1556483330-5254","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@PerezHilton","Perez Hilton","#TedNugent, noted dumbass, says Florida school shooting survivors asking for gun control ""have no soul"": https://goo.gl/vYEJwv pic.twitter.com/uKPt1thsHW","12","8","41","1522547104000","6:45 PM - 31 Mar 2018","/PerezHilton/status/980259720282898432","null"
